Importers,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
AMAC IMPORTS AND EXPORTS,18678.0,18678.0,18678.0,18678.0,18678.0,18678.0,18678.0,18678.0,18678.0,18678.00000000023
AMAL JYOTHI COLLEGE OF ENGINEERING,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0000000002327
AMALA CANCER HOSPITAL & RESEARCH CENTRE,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0,374.0000000002328
AMALA TRADING COMPANY,90496.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.0,7940.000000000183
AMALGAM NUTRIENTS & FEEDS LTD.,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.0,20000.00000000023
AMALU PLYWOOD,54460.0,39960.0,25460.0,13610.0,13610.0,13610.0,13610.0,13610.0,13610.0,13610.000000000236
AMAN ASSOCIATES,1750250.0,1750250.0,1750250.0,83800.0,617625.0,591007.0,750101.0,510935.0,271769.0,271769.00000000244
AMAN TRADERS,9730.0,9730.0,9730.0,9730.0,9730.0,21933.0,6300.0,6300.0,6300.0,6300.0000000002265
AMAZE TRADERS ,50160.0,50160.0,50160.0,50160.0,50160.0,50160.0,50160.0,50160.0,50160.0,50160.000000000226
AMAZING GLOVES P. LTD.,6857.0,6857.0,6857.0,6857.0,6857.0,6857.0,6857.0,6857.0,6857.0,6857.000000000231
AMAZING RUBBER PRODUCTS P. LTD.,538000.0,538000.0,538000.0,538000.0,538000.0,630075.0,932033.0,522604.0,184900.0,184900.00000000032
AMAZON INTERIOR SOLUTION,54100.0,54100.0,54100.0,54100.0,54100.0,54100.0,54100.0,54100.0,54100.0,54100.000000000226
AMAZON TIMBER TRADING LLP,853470.0,853470.0,853470.0,853470.0,853470.0,706940.0,142168.0,142168.0,142168.0,142168.0000000007
AMBA TRADING CO,22120.0,22120.0,22120.0,22120.0,22120.0,22120.0,22120.0,22120.0,22120.0,22120.00000000023
AMBADAN PLY AND BOARDS,97939.0,97939.0,97939.0,97939.0,97939.0,97939.0,74209.33,50479.67,26750.0,26750.000000000266
AMBADAN WOOD PRODUCTS,80299.0,80299.0,80299.0,80299.0,80299.0,80299.0,80299.0,80299.0,80299.0,80299.00000000022
AMBADI CASHEW TRADERS,53548.0,53548.0,53548.0,53548.0,53548.0,53548.0,53548.0,53548.0,53548.0,53548.000000000226
AMBADI TRADING COMPANY,175090.0,175090.0,175090.0,175090.0,268785.0,165300.0,166650.0,111600.0,111600.0,111600.00000000045
AMBALATH IMPORTS,21888.0,21888.0,21888.0,55846.0,70855.0,28793.0,11345.0,8090.0,8090.0,8090.000000000271
AMBALI BALAKRISHNAN,3384.0,3384.0,3384.0,3384.0,3384.0,3384.0,3384.0,3384.0,3384.0,3384.0000000002324
AMBICO,7900.0,7900.0,7900.0,7900.0,7900.0,7900.0,7900.0,7900.0,7900.0,7900.000000000231
AMBIKA INDUSTRIES,22300.0,22300.0,22300.0,22300.0,22300.0,22300.0,22300.0,22300.0,22300.0,22300.00000000023
AMBIKA PETROCHEM PVT LTD.,66327.0,66327.0,66327.0,89440.5,112554.0,112554.0,112554.0,112554.0,112554.0,112554.0000000002
AMBO EXPORT INDUSTRIES LTD.,12210.0,12210.0,12210.0,12210.0,12210.0,12210.0,12210.0,12210.0,12210.0,12210.000000000231
AMBO EXPORTS  LTD.,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.0,12350.000000000231
AMBUJA CEMENTS LTD.,366576.0,366576.0,366576.0,306060.0,45190.0,45190.0,45190.0,45190.0,45190.0,45190.00000000007
AMC  NATURAL PRODUCTS P. LTD.,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.0,18300.00000000023
AMCON PAVERS AND PROJECTS P. LTD.,46000.0,46000.0,46000.0,46000.0,46000.0,46000.0,46000.0,46000.0,46000.0,46000.000000000226
AMEEN EXPORTS & IMPORTS,16170.0,16170.0,16170.0,16170.0,16170.0,16170.0,16170.0,16170.0,16170.0,16170.00000000023
AMEER  M. P.,141760.0,141760.0,141760.0,141760.0,141760.0,141760.0,141760.0,141760.0,141760.0,141760.0000000002
AMEER & COMPANY,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0000000002324
AMES FOODS PROCESSORS INDIA P. LTD.,131734.0,114642.0,310155.0,310155.0,310155.0,310155.0,310155.0,310155.0,310155.0,310155.0000000001
AMEYA EXPORTS AND IMPORTS,83937.0,83937.0,83937.0,83937.0,83937.0,83937.0,83937.0,83937.0,979340.0,979339.9999999999
AMEYA TRADING COMPANY,54410.0,54410.0,54410.0,54410.0,164780.0,168380.0,138650.0,59700.0,59700.0,59700.00000000039
AMIGO AGENCIES,31880.0,31880.0,31880.0,31880.0,31880.0,31880.0,31880.0,31880.0,31880.0,31880.000000000226
AMIGO MEDICAL SYSTEMS,2365.0,2573.17,2781.33,2989.5,3197.67,3405.83,3614.0,3614.0,3614.0,3614.0000000002315
AMIGOS DECOR HUB,17300.0,77956.0,23824.0,23950.0,14100.0,4250.0,10570.0,10570.0,10570.0,10570.000000000276
AMIS GROUPE,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.0,5570.000000000232
AMIT ROOF TECH(INDIA)P.LTD.,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.0,220000.00000000017
AMITY TECHNOPOLIS,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0,102.00000000023282
AMMA CASHEW FACTORY,962913.0,962913.0,962913.0,962913.0,962913.0,962913.0,962913.0,962913.0,962913.0,962913.0
AMMA WOODS P. LTD.,2346266.0,1356826.0,753340.0,814810.0,490175.0,165540.0,126526.67,87513.33,48500.0,48499.99999999988
AMNAS TRADING,246870.0,246870.0,246870.0,246870.0,246870.0,246870.0,246870.0,246870.0,139388.0,139388.0000000002
AMPAC PRECISION TOOLS & DIES,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.0,3460.000000000232
AMPERE INTERNATIONAL TRADING & CONTRACTING P. LTD.,81150.0,81150.0,81150.0,81150.0,81150.0,81150.0,412030.0,412030.0,412030.0,412030.0
AMPLE DOORS,131830.0,131830.0,131830.0,202588.0,202588.0,202588.0,202588.0,202588.0,202588.0,202588.00000000012
AMPLE TECHNOLOGIES PVT LTD,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.0,5235.000000000232
AMPLE TRADE INCORPORATES,120456.0,120456.0,247350.0,344236.0,569123.0,461244.0,378603.0,76236.0,116088.0,116088.0000000007
AMPO VALVES INDIA P. LTD.,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.0,4681.000000000232
AMRIT ENTERPRISES,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0,499.0000000002327
AMRITA INSTITUTE FOR MEDICAL SCIENCES &,248.0,5049.0,38264.0,33173.0,28082.0,22991.0,17900.0,3420.0,3420.0,3420.000000000251
AMRITA VISHWA VIDYAPEETHAM,72.0,2514.0,3566.0,567.0,567.0,567.0,567.0,567.0,567.0,567.0000000002369
AMRITHA ALUMINIUM CENTRE,84423.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.0,96277.00000000022
AMRITHA IMPEX,82080.0,82080.0,190974.0,190974.0,190974.0,190974.0,190974.0,190974.0,190974.0,190974.00000000017
AMRUTHANANDA CASHEW FACTORY,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.0,53855.000000000226
AMS AGRO INDUSTRIES,99080.0,99080.0,99080.0,99080.0,99080.0,201030.0,150530.0,150530.0,150530.0,150530.00000000012
AMS ENTERPRISES,5017.0,97223.33,189429.67,281636.0,281636.0,281636.0,281636.0,281636.0,281636.0,281636.0000000001
AMS INTERNATIONAL & COMPANY,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.0,21790.00000000023
AMS TRADING COMPANY,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.0,6632.000000000232
AMSET AMBIENCE,220.0,220.0,339.5,459.0,459.0,459.0,459.0,459.0,459.0,459.0000000002326
AMSTEK STRUCTURALS,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.0,36400.000000000226
AMSUN IMPEX PRIVATE LIMITED,84336.0,84336.0,84336.0,84336.0,84336.0,84336.0,84336.0,896159.0,506004.0,506003.9999999994
AMTEX INDUSTRIES,26186.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.0,13320.000000000224
AMV EXIM PVT LTD  ,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0,129420.0000000002
AMZONE INTERNATIONAL PVT LTD,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.0,22046.00000000023
ANAND WATER METER MFG. CO. P. LTD.,647.0,923.0,1199.0,585.0,585.0,585.0,585.0,585.0,585.0,585.0000000002334
ANAND ZENNER COMPANY P. LTD.,3616.0,3615.5,3615.0,3081.0,3081.0,3081.0,3081.0,3081.0,3081.0,3081.000000000233
ANANT AGENCY,76472.0,76472.0,76472.0,138999.0,444600.0,482974.0,699966.0,534491.0,431502.0,431502.00000000035
ANANTHA POLY RUBB P. LTD.,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.0,11546.000000000231
ANANTHAPURI HOSPITALS AND RESEARCH INSTITUTE,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.0,19723.00000000023
ANANYA  DISTRIBUTORS,25111.0,25111.0,25111.0,25111.0,25111.0,25111.0,25111.0,25111.0,13563.0,13563.000000000233
ANAPPADIKKAL TRADING COMPANY PVT LTD.,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.0,12590.000000000231
ANAPPURAM STEELS P. LTD.,245590.0,607261.25,968932.5,1330603.75,1692275.0,1692275.0,1692275.0,1692275.0,1692275.0,1692275.0
ANAS PADASSERY,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.0,3830.000000000232
ANAS PULIKKIPOYIL,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.000000000232
ANASCO INDUSTRIES,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0000000002328
ANASWARA OFFSET P. LTD.,20297.0,20297.0,93885.0,25155.0,23847.67,22540.33,21233.0,21233.0,21233.0,21233.000000000284
ANB TOOLERS,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.00000000023
ANC TRADING COMPANY,137675.0,137675.0,137675.0,137675.0,137675.0,246169.5,354664.0,161682.0,109969.0,109969.00000000019
ANCHOR ELECTRICALS PVT. LTD,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.0,20580.00000000023
ANCHOR INFOTECH LTD.,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.0,14255.00000000023
ANCHOR TREADS P. LTD.,7624.0,7624.0,7624.0,7624.0,7624.0,5710.0,3796.0,3796.0,3796.0,3796.000000000235
ANCHUVILA CASHEWS,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.0,54730.00000000022
"ANDIPAT DEVADASAN,",65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.0,65146.00000000022
ANDREA REGENCY,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.0,11820.000000000231
ANEEN FURNITURES,24240.0,21850.0,19255.71,16661.43,14067.14,11472.86,8878.57,6284.29,3690.0,3690.0000000002387
ANEXIM INTERNATIONAL,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.0,42095.000000000226
ANEZ ANZARE MAKEUP STUDIO,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0,1410.0000000002326
ANGAMALY TRADE LINKS,53980.0,53980.0,53980.0,26140.0,28625.0,25435.67,22246.33,19057.0,70083.0,70083.00000000025
ANGEL BEAUTY CARE,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.0,5420.000000000232
ANGEL CASHEWS,244451.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.0,107405.00000000013
ANGEL GOLD ORNAMENTS AND WORKS,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.0,20336.00000000023
ANGEL INDIA CAD CAM PVT LTD,8380.0,8380.0,9033.33,9686.67,10340.0,10340.0,10340.0,10340.0,10340.0,10340.000000000231
ANGEL PAPERS,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.0,87854.00000000022
ANGEL PIPES AND TUBES PVT LTD,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.0,99337.00000000022
ANGEL TRADE LINKS,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.0,56930.00000000022
ANGLE MARKETING,88154.0,92511.0,115724.0,50372.0,35923.0,35923.0,35923.0,35923.0,35923.0,35923.00000000028
"ANICHEM PAINTS PVT,LTD",8250.0,8250.0,8250.0,8250.0,31559.0,54868.0,38785.5,22703.0,22703.0,22703.000000000244
ANINA TRADERS,82140.0,82140.0,217750.0,582510.0,779353.0,637976.0,998484.0,733959.0,628376.0,628376.0
ANITHA CASHEW INDUSTRIES,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.0,98961.00000000022
ANITHA EXPORTS,12350.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.0,12200.000000000231
ANJANA INTERNATIONAL INDUSTRIES,426.0,426.0,438.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0000000002327
ANJIPARAMBIL CORPORATION,2108.0,4893.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.0,2393.000000000234
ANJU HAMZA,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.0,19850.00000000023
ANJU MATCH AND PLYWOODS,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.0,23301.00000000023
ANJU RAMESH,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.0,52335.000000000226
ANK LIFECARE P. LTD.,61729.0,61729.0,61729.0,61729.0,61729.0,61729.0,61729.0,107034.0,66889.0,66889.00000000017
ANKAL FABRICS,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.0,9500.000000000231
ANMOL STEEL PROCESSORS PVT LTD.,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0,592357.0000000001
ANNA ALUMINIUM COMPANY,47362.0,47362.0,47362.0,186213.0,149705.0,24870.0,82271.0,43604.0,4937.0,4937.000000000215
ANNA ASSOCIATES,72600.0,72600.0,72600.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.0,24200.000000000276
ANNA TRADERS,50716.0,50716.0,75200.0,42500.0,42500.0,42500.0,42500.0,42500.0,42500.0,42500.000000000255
ANNACOIRUB ,4220.0,5000.0,5780.0,6560.0,7340.0,8120.0,8900.0,9680.0,9680.0,9680.00000000023
ANNET MARGARET,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.0,9150.000000000231
ANNORA EXPORTS & IMPORTS,269490.0,269490.0,269490.0,269490.0,269490.0,160620.0,228861.0,106496.0,465599.0,465599.0000000003
ANNS INDIA EXIM P. LTD.,23929.0,25393.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.0,12000.000000000235
"ANNS INTERNATIONAL CONVENTION & EXHIBITION CENTRE,",109904.0,109904.0,109904.0,38275.0,38275.0,38275.0,38275.0,38275.0,38275.0,38275.0000000003
ANNZ COLORS P. LTD.,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0,118153.0000000002
ANOOP REGINOLD CORPORATE INDIA (OPC,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.0,7850.000000000231
ANOTONY MOTORS P. LTD.,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0,2790.0000000002324
ANSHUL LIFE SCIENCES,16080.0,16370.0,22267.0,28164.0,133460.0,88470.0,88470.0,88470.0,88470.0,88470.00000000035
ANSIF GLOBAL INC,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0,387.0000000002328
ANTONY JOHN THADICARAN,51827.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.0,29800.000000000215
ANTONY RAPEL & REENA RAPHEL,21931.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.0,15022.000000000226
ANU CASHEWS,1068420.0,365980.0,492635.0,822895.0,822895.0,822895.0,822895.0,822895.0,822895.0,822894.9999999993
ANU DEEP MERCHANDISING,65470.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.0,39280.00000000021
ANUGRAHA TIMBER TRADERS,26600.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.0,78000.00000000025
ANUPAM IMPEX,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.0,27400.000000000226
ANUPAMA TRADERS,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.0,32950.000000000226
ANUSAYA FRESH INDIA COMPANY,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.0,26624.00000000023
ANUSHKA AUTOMATION,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0000000002327
ANVAR AMEEN CHELAT,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0,1930.0000000002324
ANWAR HUSSAIN PARIYARATH,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.0,7960.000000000231
ANWAR SADATH KUNDATHIL,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.0,6770.000000000232
ANZAM GYPSUM-DECOR,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.0,24300.00000000023
ANZAR CASHEW COMPANY,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.0,99730.00000000022
ANZERA PROPERTIES P. LTD.,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.0,25652.00000000023
ANZO ASSOCIATES,83259.0,83259.0,83259.0,83259.0,83259.0,83259.0,83259.0,361650.0,361650.0,361649.99999999994
ANZO BUILDWARES LLP,111570.0,111570.0,111570.0,111570.0,111570.0,111570.0,111570.0,111570.0,1223134.0,1223133.9999999998
APAAR INFRATECH P. LTD.,51818.0,51818.0,51818.0,51818.0,51818.0,51818.0,51898.0,51978.0,51978.0,51978.000000000226
APARNA TRADING COMPANY,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.0,54540.000000000226
APAXO INTERIORS,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.0,3424.000000000232
APEX INTERNATIONAL,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0,186552.0000000002
APITAL EXPORTS & IMPORTS,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.0,12560.000000000231
APNI RASOI,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.0,82600.00000000022
APOLLO INTERNATIONAL LTD.,6500.0,5083.0,3666.0,3666.0,3666.0,3666.0,3666.0,3666.0,3666.0,3666.0000000002315
APOLLO REXINE & CARPET HOUSE,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.0,40511.000000000226
APOLLO SHOPPING MALL LLP,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.0,34130.000000000226
APOLLO SUPPLY CHAIN P. LTD.,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.00000000023
APOZEM NATURALS PVT LTD,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0,292533.0000000002
APPACHATH PRIVATE LIMITED,328660.0,328660.0,328660.0,328660.0,328660.0,328660.0,328660.0,328660.0,122150.0,122150.00000000023
APPLE CEMENTS,5161250.0,5161250.0,5161250.0,5161250.0,5161250.0,5161250.0,1775550.0,1775550.0,1775550.0,1775550.0000000016
APPLE TRADING,3440.0,3440.0,3440.0,3440.0,3440.0,3440.0,3440.0,3440.0,13040.0,13040.00000000023
APPLIED PRECISION TOOLING (INDIA) P. LTD.,12145.0,12145.0,8337.5,4530.0,4810.0,4810.0,4810.0,4810.0,4810.0,4810.0000000002365
APRILE INDIA PVT LTD,15390.0,15390.0,13735.0,12080.0,10425.0,8770.0,8770.0,8770.0,8770.0,8770.000000000233
APS EXPORTS,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.0,26477.00000000023
APS TRADE LINK,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.0,5190.000000000232
APSARA MARKETING,14690.0,14690.0,33620.0,33706.0,25133.0,25133.0,25133.0,25133.0,25133.0,25133.00000000022
APT GLOBAL VENTURES,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.0,10441.000000000231
APT TOOLS & MACHINERY P. LTD.,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0,192560.0000000002
APTEL UNIFORMS INDIA P. LTD.,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.0,38212.000000000226
APTIV CONNECTION SYSTEMS INDIA PRIVATE LIMITED ,66948.0,66948.0,66948.0,66948.0,196267.0,231446.0,214026.0,137317.0,153403.0,153403.00000000032
APZONE HOME APPLIANCES INT'L P. LTD.,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.0,31910.000000000226
AQOZA TECHNOLOGIES PVT LTD,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0,1270.0000000002326
AQSAR POROLI,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.000000000231
AQUA GENO EXIM,53600.0,53600.0,53600.0,53600.0,53600.0,53600.0,53600.0,53600.0,27300.0,27300.000000000233
AQUA GENO SYSTEM,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.0,25200.00000000023
AQUA MARINE,21235.0,22540.0,23845.0,2735.0,7276.25,11817.5,16358.75,20900.0,25300.0,25300.00000000024
AQUA PEARL PROPERTIES & EXPORTS I P. LTD.  ,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.0,26973.00000000023
AQUA SEA FOOD (INDIA) P. LTD.,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0,145000.0000000002
AQUA STAR,54430.0,54430.0,54430.0,484009.0,549408.0,365292.0,332138.0,499238.0,363775.0,363774.9999999999
AQUA SYSTEMS,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.0,22874.00000000023
AQUADONA TRADING,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.00000000023282
AQUAPHILE,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,2555.0,3078.0,3601.0,3601.0000000002315
AQUASTAR MARINE FOODS,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.0,25300.00000000023
AQUATHERM INDIA,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.0,32244.000000000226
"AQUATHERM INDIA,",22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.0,22115.00000000023
AQUATIC BIOSYSTEMS,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0,2250.0000000002324
AQUATIC FISHERIES,5641.0,5641.0,5641.0,5641.0,5641.0,5641.0,5641.0,5641.0,5641.0,5641.000000000232
ARABIAN BOOK HOUSE,28000.0,31040.0,34080.0,25150.0,16220.0,12040.0,7860.0,9260.0,17720.0,17720.000000000236
ARABIAN LIGHTS,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0,1745.0000000002324
ARABIAN LINKS,41613.0,20705.0,20705.0,20705.0,20705.0,20705.0,20705.0,20705.0,20705.0,20705.000000000215
ARABIAN MARINE AND DIVING CENTRE P. LTD.,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.000000000232
ARAFA AGENCIES,125814.0,29440.0,29440.0,29440.0,29440.0,29440.0,29440.0,29440.0,29440.0,29440.00000000017
ARAFA PLYWOODS AND VENEERS,80000.0,59464.0,38928.0,18392.0,28000.0,37000.0,46000.0,47546.0,49092.0,49092.000000000226
ARAFA REGENCY,26985.0,26985.0,26985.0,26985.0,26985.0,26985.0,26985.0,26985.0,26985.0,26985.00000000023
ARAKU ORIGINALS LIMITED,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0,407.0000000002328
ARAMBANS EXPORTERS (P) LTD.,128754.0,140358.0,81642.0,20799.0,12847.5,4896.0,5600.0,4896.0,4192.0,4192.000000000315
ARANYA AYURVEDA VAIDYASALA,7630.0,7630.0,7630.0,7630.0,7630.0,7630.0,7630.0,7630.0,7630.0,7630.000000000231
ARASAN BUSINESS COMBINES P. LTD.,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.0,26071.00000000023
ARATHI CASHEW COMPANY,146288.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.0,95860.00000000019
ARATHI I TECH PANEL INDUSTRIES,888200.0,888200.0,888200.0,888200.0,888200.0,888200.0,888200.0,888200.0,554100.0,554100.0000000001
ARATHY CASHEWS,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0,161356.0000000002
ARAVIND TRADERS,128638.0,32350.0,96663.0,76800.0,36750.0,23500.0,27760.0,32310.0,32310.0,32310.000000000153
ARBEE AGENCIES,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.0,7974.000000000231
ARBEE AQUATIC PROTEINS P. LTD.,86040.0,86040.0,86040.0,45520.0,5000.0,12300.0,19600.0,26900.0,7000.0,7000.000000000223
ARBEE BIOMARINE EXTRACTS P. LTD.,1024.0,1024.0,1024.0,26900.0,78920.0,130940.0,1022976.0,547517.0,1072700.0,1072699.9999999998
ARCELORMITTAL PROJECTS INDIA P. LTD.,148127.0,148127.0,148127.0,148127.0,148127.0,148127.0,148127.0,931521.0,931521.0,931520.9999999993
ARCHIDO REALTORS,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.0,75563.00000000022
ARCHIVE PLY INDUSTRIES LTD.,36996.0,38425.0,129360.0,129360.0,129360.0,129360.0,129360.0,129360.0,129360.0,129360.00000000019
ARFIN STORES,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.0,11100.000000000231
